AVAILABLE,VERSION,NAME,ID,ALT_EXE,ALT_RUN_MODE,ROM,VIDEOS_PATH,WEBLINK_URL,WEBLINK2_URL
YES,latest,Marvel Spider-Man,MARVEL_SpiderMan,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_SpiderMan,None,None
YES,latest,Marvel Thor,MARVEL_Thor,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_Thor,None,None
YES,latest,Marvel Venom,MARVEL_Venom,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_Venom,None,None
YES,latest,Marvel Wolverine,MARVEL_Wolverine,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_Wolverine,None,None
YES,latest,Marvel Women of Power A-Force,MARVEL_MsMarvel,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_MsMarvel,None,None
YES,latest,Marvel Women of Power Champions,MARVEL_WOP_TheNextGeneration,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_WOP_TheNextGeneration,None,None
YES,latest,Marvel World War Hulk,MARVEL_WWH,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_WWH,None,None
YES,latest,Marvel X-Men,MARVEL_XMen,None,"hotseat2,hotseat3,hotseat4",None,MARVEL_XMen,None,None
YES,latest,Medieval Madness,WMS_Medieval_Madness,None,"hotseat2,hotseat3,hotseat4",None,WMS_Medieval_Madness,None,None
YES,latest,Monster Bash,WMS_Monster_Bash,None,"hotseat2,hotseat3,hotseat4",None,WMS_Monster_Bash,None,None
YES,latest,No Good Gofers,WMS_No_Good_Gofers,None,"hotseat2,hotseat3,hotseat4",None,WMS_No_Good_Gofers,None,None
YES,latest,Paranormal,Paranormal,None,"hotseat2,hotseat3,hotseat4",None,Paranormal,None,None
YES,latest,Party Zone,BALLY_Party_Zone,None,"hotseat2,hotseat3,hotseat4",None,BALLY_Party_Zone,None,None
YES,latest,Pasha,Pasha,None,"hotseat2,hotseat3,hotseat4",None,Pasha,None,None
YES,latest,Portal,Portal,None,"hotseat2,hotseat3,hotseat4",None,Portal,None,None
YES,latest,Red and Teds Road Show,WMS_Roadshow,None,"hotseat2,hotseat3,hotseat4",None,WMS_Roadshow,None,None
YES,latest,Rome,Rome,None,"hotseat2,hotseat3,hotseat4",None,Rome,None,None
YES,latest,Safe Cracker,BALLY_Safe_Cracker,None,"hotseat2,hotseat3,hotseat4",None,BALLY_Safe_Cracker,None,None
YES,latest,Secrets of the Deep,Atlantis,None,"hotseat2,hotseat3,hotseat4",None,Atlantis,None,None
YES,latest,Shaman,Shaman,None,"hotseat2,hotseat3,hotseat4",None,Shaman,None,None
YES,latest,Skyrim,BETHESDA_Skyrim,None,"hotseat2,hotseat3,hotseat4",None,BETHESDA_Skyrim,None,None
YES,latest,Son of Zeus,Hercules,None,"hotseat2,hotseat3,hotseat4",None,Hercules,None,None
YES,latest,Sorcerers Lair,Citadel,None,"hotseat2,hotseat3,hotseat4",None,Citadel,None,None
YES,latest,Space Station,WMS_Space_Station,None,"hotseat2,hotseat3,hotseat4",None,None,None,None
YES,latest,Star Wars Ahch-To Island,SpaceBear2,None,"hotseat2,hotseat3,hotseat4",None,SpaceBear2,None,None
YES,latest,Star Wars Battle of Mimban,RedCup3,None,"hotseat2,hotseat3,hotseat4",None,RedCup3,None,None
YES,latest,Star Wars Boba Fett,STARWARS_Boba_Fett,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Boba_Fett,None,None
YES,latest,Star Wars Calrissian Chronicles,RedCup2,None,"hotseat2,hotseat3,hotseat4",None,RedCup2,None,None
YES,latest,Star Wars Clone Wars,STARWARS_CloneWars,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_CloneWars,None,None
YES,latest,Star Wars Darth Vader,STARWARS_Darth_Vader,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Darth_Vader,None,None
YES,latest,Star Wars Droids,STARWARS_Droids,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Droids,None,None
YES,latest,Star Wars Ep 4 A New Hope,STARWARS_Episode_4,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Episode_4,None,None
YES,latest,Star Wars Ep 5 The Empire Strikes Back,STARWARS_Episode_5,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Episode_5,None,None
YES,latest,Star Wars Ep 6 Return of the Jedi,STARWARS_Episode_6,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Episode_6,None,None
YES,latest,Star Wars Ep 7 The Force Awakens,STARWARS_Episode7,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Episode7,None,None
YES,latest,Star Wars Ep 8 The Last Jedi,SpaceBear1,None,"hotseat2,hotseat3,hotseat4",None,SpaceBear1,None,None
YES,latest,Star Wars Han Solo,STARWARS_Han_Solo,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Han_Solo,None,None
YES,latest,Star Wars Masters of the Force,STARWARS_Light_VS_Dark,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Light_VS_Dark,None,None
YES,latest,Star Wars Might of the First Order,STARWARS_AVCO2,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_AVCO2,None,None
YES,latest,Star Wars Rebels,STARWARS_Rebels,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_Rebels,None,None
YES,latest,Star Wars Rogue One,STARWARS_RogueOne,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_RogueOne,None,None
YES,latest,Star Wars Solo,RedCup1,None,"hotseat2,hotseat3,hotseat4",None,RedCup1,None,None
YES,latest,Star Wars Starfighter Assault,STARWARS_SFA,None,"hotseat2,hotseat3,hotseat4",None,STARWARS_SFA,None,None
YES,latest,Tales of the Arabian Nights,WMS_Tales_of_the_Arabian_Nights,None,"hotseat2,hotseat3,hotseat4",None,WMS_Tales_of_the_Arabian_Nights,None,None
YES,latest,Terraforming Mars,Mars,None,"hotseat2,hotseat3,hotseat4",None,Mars,None,None
YES,latest,Theatre of Magic,BALLY_TheatreOfMagic,None,"hotseat2,hotseat3,hotseat4",None,BALLY_TheatreOfMagic,None,None
YES,latest,Tesla,Tesla,None,"hotseat2,hotseat3,hotseat4",None,Tesla,None,None
YES,latest,V12,V12,None,"hotseat2,hotseat3,hotseat4",None,V12,None,None
YES,latest,Walking Dead,TheWalkingDead,None,"hotseat2,hotseat3,hotseat4",None,TheWalkingDead,None,None
YES,latest,White Water,WMS_White_Water,None,"hotseat2,hotseat3,hotseat4",None,WMS_White_Water,None,None
YES,latest,Wild West Rampage,Western,None,"hotseat2,hotseat3,hotseat4",None,Western,None,None
